"checking_acc_numeric","time_credit_acc","credit_history_numeric","purpose_numeric","amount","savings_acc_numeric","p_employment_time_numeric","installment_rate","marita_status_sex_numeric","other_debtors_numeric","p_residence_time","property_numeric","age","other_installment_numeric","housing_numeric","number_of_credits","job_numeric","dependants","has_phone_numeric","foreign_worker_numeric","is_good"
1,12,4,2,1274,1,2,3,2,1,1,4,37,0,1,1,2,1,0,1,2
4,21,4,4,5248,0,3,1,1,1,3,2,26,0,1,1,3,1,0,1,1
4,15,4,4,3029,1,4,2,1,1,2,2,33,0,1,1,3,1,0,1,1
1,6,4,3,428,1,5,2,2,1,1,3,49,2,1,1,3,1,1,1,1
1,18,4,2,976,1,2,1,2,1,2,2,23,0,1,1,2,1,0,1,2
2,12,4,5,841,2,4,2,2,1,4,4,23,0,2,1,2,1,0,1,1
4,30,3,1,5771,1,4,4,2,1,2,2,25,0,1,2,3,1,0,1,1
4,12,2,7,1555,4,5,4,1,1,4,0,55,0,0,2,3,2,0,1,2
1,24,4,2,1285,0,4,4,2,1,4,0,32,0,2,1,3,1,0,1,2
3,6,3,2,1299,1,3,1,1,1,1,4,74,0,1,3,1,2,0,0,1
3,15,3,1,1271,0,3,3,1,1,4,0,39,0,0,2,3,1,1,1,2
4,24,4,2,1393,1,3,2,1,2,2,4,31,0,1,1,3,1,1,1,1
1,12,3,2,691,1,5,4,1,1,3,3,35,0,1,2,3,1,0,1,2
4,15,3,2,5045,0,5,1,2,1,4,2,59,0,1,1,3,1,1,1,1
1,18,3,3,2124,1,3,4,2,1,4,4,24,0,2,2,3,1,0,1,2
1,12,4,1,2214,1,3,4,1,1,3,3,24,0,1,1,2,1,0,1,1
4,21,3,2,12680,0,5,4,1,1,4,0,30,0,0,1,4,1,1,1,2
4,24,3,2,2463,2,4,4,3,1,3,3,27,0,1,2,3,1,1,1,1
2,12,4,1,1155,1,5,3,3,2,3,4,40,2,1,2,2,1,0,1,1
1,30,4,3,3108,1,2,2,4,1,4,3,31,0,1,1,2,1,0,1,2
4,10,4,4,2901,0,2,1,2,1,4,4,31,0,2,1,3,1,0,1,1
2,12,3,3,3617,1,5,1,1,1,4,2,28,0,2,3,3,1,1,1,1
4,12,3,1,1655,1,5,2,1,1,4,4,63,0,1,2,2,1,1,1,1
1,24,4,4,2812,0,5,2,2,1,4,4,26,0,2,1,3,1,0,1,1
1,36,3,6,8065,1,3,3,2,1,2,0,25,0,1,2,4,1,1,1,2
4,21,3,4,3275,1,5,1,1,1,4,2,36,0,1,1,4,1,1,1,1
4,24,3,1,2223,2,5,4,1,1,4,3,52,2,1,2,3,1,0,1,1
3,12,3,2,1480,3,1,2,1,1,4,0,66,2,0,3,1,1,0,1,1
1,24,4,2,1371,0,3,4,2,1,4,4,25,0,2,1,3,1,0,1,2
4,36,3,2,3535,1,4,4,1,1,4,2,37,0,1,2,3,1,1,1,1
1,18,4,1,3509,1,4,4,2,2,1,4,25,0,1,1,3,1,0,1,1
4,36,3,4,5711,4,5,4,1,1,2,2,38,0,1,2,4,1,1,1,1
2,18,4,7,3872,1,1,2,2,1,4,2,67,0,1,1,3,1,1,1,1
2,39,3,1,4933,1,4,2,1,2,2,4,25,0,1,2,3,1,0,1,2
4,24,3,2,1940,4,5,4,1,1,4,4,60,0,1,1,3,1,1,1,1
2,12,0,9,1410,1,3,2,1,1,2,4,31,0,1,1,2,1,1,1,1
2,12,4,2,836,2,2,4,2,1,2,3,23,2,1,1,2,1,0,1,2
2,20,4,4,6468,0,1,1,4,1,4,4,60,0,1,1,4,1,1,1,1
2,18,4,5,1941,4,3,4,1,1,2,3,35,0,1,1,2,1,1,1,1
4,22,4,1,2675,3,5,3,1,1,4,2,40,0,1,1,3,1,0,1,1
4,48,3,4,2751,0,5,4,1,1,3,2,38,0,1,2,3,2,1,1,1
2,48,2,6,6224,1,5,4,1,1,4,0,50,0,0,1,3,1,0,1,2
1,40,3,6,5998,1,3,4,1,1,3,0,27,2,1,1,3,1,1,1,2
2,21,4,5,1188,1,5,2,2,1,4,3,39,0,1,1,3,2,0,1,2
4,24,4,4,6313,0,5,3,1,1,4,2,41,0,1,1,4,2,1,1,1
4,6,3,3,1221,0,3,1,3,1,2,3,27,0,1,2,3,1,0,1,1
3,24,4,3,2892,1,5,3,4,1,4,0,51,0,0,1,3,1,0,1,1
4,24,4,3,3062,3,5,4,1,1,3,0,32,0,2,1,3,1,1,1,1
4,9,4,3,2301,2,2,2,2,1,4,3,22,0,2,1,3,1,0,1,1
1,18,4,4,7511,0,5,1,1,1,4,3,51,0,0,1,3,2,1,1,2
4,12,3,3,1258,1,2,2,2,1,4,3,22,0,2,2,2,1,0,1,1
4,24,2,2,717,0,5,4,3,1,4,2,54,0,1,2,3,1,1,1,1
2,9,4,2,1549,0,2,4,1,1,2,4,35,0,1,1,1,1,0,1,1
4,24,3,6,1597,1,5,4,1,1,4,0,54,0,0,2,3,2,0,1,1
2,18,3,1,1795,1,5,3,2,2,4,4,48,2,2,2,2,1,1,1,1
1,20,3,3,4272,1,5,1,2,1,4,3,24,0,1,2,3,1,0,1,1
4,12,3,1,976,0,5,4,1,1,4,2,35,0,1,2,3,1,0,1,1
2,12,4,2,7472,0,1,1,2,1,2,4,24,0,2,1,1,1,0,1,1
1,36,4,2,9271,1,4,2,1,1,1,2,24,0,1,1,3,1,1,1,2
2,6,4,1,590,1,2,3,3,1,3,4,26,0,1,1,2,1,0,0,1
4,12,3,1,930,0,5,4,1,1,4,4,65,0,1,4,3,1,0,1,1
2,42,1,4,9283,1,1,1,1,1,2,0,55,2,0,1,4,1,1,1,1
2,15,0,2,1778,1,2,2,2,1,1,4,26,0,2,2,1,1,0,1,2
2,8,4,5,907,1,2,3,3,1,2,4,26,0,1,1,3,1,1,1,1
2,6,4,1,484,1,4,3,3,2,3,4,28,2,1,1,2,1,0,1,1
1,36,3,4,9629,1,4,4,1,1,4,2,24,0,1,2,3,1,1,1,2
1,48,4,10,3051,1,3,3,1,1,4,2,54,0,1,1,3,1,0,1,2
1,48,4,2,3931,1,4,4,1,1,4,0,46,0,0,1,3,2,0,1,2
2,36,2,2,7432,1,3,2,2,1,2,3,54,0,2,1,3,1,0,1,1
4,6,4,10,1338,3,3,1,4,1,4,4,62,0,1,1,3,1,0,1,1
4,6,3,1,1554,1,4,1,2,1,2,2,24,0,2,2,3,1,1,1,1
1,36,4,11,15857,1,1,2,4,3,3,2,43,0,1,1,4,1,0,1,1
1,18,4,1,1345,1,3,4,3,1,3,4,26,2,1,1,3,1,0,1,2
4,12,4,2,1101,1,3,3,3,1,2,4,27,0,1,2,3,1,1,1,1
3,12,4,1,3016,1,3,3,3,1,1,2,24,0,1,1,3,1,0,1,1
1,36,4,3,2712,1,5,2,1,1,2,3,41,2,1,1,3,2,0,1,2
1,8,3,2,731,1,5,4,1,1,4,4,47,0,1,2,2,1,0,1,1
4,18,3,3,3780,1,2,3,4,1,2,2,35,0,1,2,4,1,1,1,1
1,21,3,2,1602,1,5,4,3,1,3,2,30,0,1,2,3,1,1,1,1
1,18,3,2,3966,1,5,1,2,1,4,4,33,2,2,3,3,1,1,1,2
4,18,0,5,4165,1,3,2,1,1,2,2,36,1,1,2,3,2,0,1,2
1,36,4,4,8335,0,5,3,1,1,4,0,47,0,0,1,3,1,0,1,2
2,48,2,5,6681,0,3,4,1,1,4,0,38,0,0,1,3,2,1,1,1
4,24,2,5,2375,3,3,4,1,1,2,2,44,0,1,2,3,2,1,1,1
1,18,4,2,1216,1,2,4,2,1,3,2,23,0,2,1,3,1,1,1,2
1,45,0,5,11816,1,5,2,1,1,4,2,29,0,2,2,3,1,0,1,2
2,24,4,1,5084,0,5,2,2,1,4,2,42,0,1,1,3,1,1,1,1
3,15,4,1,2327,1,2,2,2,1,3,4,25,0,1,1,2,1,0,1,2
1,12,0,2,1082,1,3,4,1,1,4,2,48,2,1,2,3,1,0,1,2
4,12,4,1,886,0,3,4,2,1,2,2,21,0,1,1,3,1,0,1,1
4,4,4,3,601,1,2,1,2,1,3,4,23,0,2,1,2,2,0,1,1
1,24,3,4,2957,1,5,4,1,1,4,3,63,0,1,2,3,1,1,1,1
4,24,3,1,2611,1,5,4,3,3,3,4,46,0,1,2,3,1,0,1,1
1,36,4,3,5179,1,4,4,1,1,2,3,29,0,1,1,3,1,0,1,2
4,21,2,4,2993,1,3,3,1,1,2,4,28,1,1,2,2,1,0,1,1
4,18,4,7,1943,1,2,4,2,1,4,4,23,0,1,1,3,1,0,1,2
4,24,1,5,1559,1,4,4,1,1,4,2,50,2,1,1,3,1,1,1,1
4,18,4,3,3422,1,5,4,1,1,4,3,47,2,1,3,3,2,1,1,1
2,21,4,3,3976,0,4,2,1,1,3,2,35,0,1,1,3,1,1,1,1
4,18,4,2,6761,0,3,2,1,1,4,2,68,0,2,2,3,1,0,1,2
4,24,4,2,1249,1,2,4,3,1,2,4,28,0,1,1,3,1,0,1,1
1,9,4,1,1364,1,4,3,1,1,4,4,59,0,1,1,3,1,0,1,1
1,12,4,1,709,1,5,4,1,1,4,4,57,1,1,1,2,1,0,1,2
1,20,3,2,2235,1,3,4,3,2,2,3,33,2,2,2,3,1,0,0,2
4,24,3,4,4042,0,4,3,1,1,4,3,43,0,1,2,3,1,1,1,1
4,15,3,1,1471,1,3,4,1,1,4,0,35,0,0,2,3,1,1,1,1
1,18,1,2,1442,1,4,4,1,1,4,0,32,0,0,2,2,2,0,1,2
4,36,2,2,10875,1,5,2,1,1,2,2,45,0,1,2,3,2,1,1,1
4,24,4,2,1474,2,2,4,3,1,3,4,33,0,1,1,3,1,1,1,1
4,10,4,9,894,0,4,4,2,1,3,3,40,0,1,1,3,1,1,1,1
4,15,3,3,3343,1,3,4,1,1,2,0,28,0,0,1,3,1,1,1,1
1,15,4,2,3959,1,3,3,2,1,2,3,29,0,1,1,3,1,1,1,2
4,9,4,2,3577,2,3,1,1,2,2,4,26,0,2,1,3,2,0,0,1
4,24,3,4,5804,4,3,4,1,1,2,4,27,0,1,2,3,1,0,1,1
4,18,2,5,2169,1,3,4,3,1,2,2,28,0,1,1,3,1,1,1,2
1,24,4,1,2439,1,2,4,2,1,4,4,35,0,1,1,3,1,1,1,2
4,27,3,3,4526,4,2,4,1,1,2,4,32,1,1,2,2,2,1,1,1
4,10,4,3,2210,1,3,2,1,1,2,4,25,2,2,1,2,1,0,1,2
4,15,4,3,2221,3,3,2,2,1,4,2,20,0,2,1,3,1,0,1,1
1,18,4,1,2389,1,2,4,2,1,1,2,27,1,1,1,3,1,0,1,1
4,12,3,3,3331,1,5,2,1,1,4,3,42,1,1,1,3,1,0,1,1
4,36,4,5,7409,0,5,3,1,1,2,3,37,0,1,2,3,1,0,1,1
1,12,4,3,652,1,5,4,2,1,4,3,24,0,2,1,3,1,0,1,1
4,36,2,3,7678,3,4,2,2,1,4,2,40,0,1,2,3,1,1,1,1
3,6,3,2,1343,1,5,1,1,1,4,4,46,0,1,2,3,2,0,0,1
1,24,3,5,1382,2,4,4,1,1,1,4,26,0,1,2,3,1,1,1,1
4,15,4,10,874,0,2,4,2,1,1,4,24,0,1,1,3,1,0,1,1
1,12,4,3,3590,1,3,2,1,3,2,3,29,0,1,1,2,2,0,1,1
2,11,3,2,1322,4,3,4,2,1,4,2,40,0,1,2,3,1,0,1,1
1,18,1,1,1940,1,2,3,1,3,4,0,36,2,0,1,4,1,1,1,1
4,36,4,1,3595,1,5,4,1,1,2,2,28,0,1,1,3,1,0,1,1
1,9,4,2,1422,1,2,3,1,1,2,0,27,0,0,1,4,1,1,1,2
4,30,3,1,6742,0,4,2,1,1,3,3,36,0,1,2,3,1,0,1,1
4,24,4,4,7814,1,4,3,1,1,3,2,38,0,1,1,4,1,1,1,1
4,24,4,4,9277,0,3,2,4,1,4,0,48,0,0,1,3,1,1,1,1
2,30,3,2,2181,0,5,4,1,1,4,4,36,0,1,2,3,1,0,1,1
4,18,3,1,1098,1,1,4,2,1,4,2,65,0,1,2,1,1,0,1,1
2,24,4,3,4057,1,4,3,4,1,3,2,43,0,1,1,3,1,1,1,2
1,12,4,6,795,1,2,4,2,1,4,3,53,0,1,1,3,1,0,1,2
2,24,3,5,2825,0,4,4,1,1,3,0,34,0,1,2,3,2,1,1,1
2,48,4,5,15672,1,3,2,1,1,2,2,23,0,1,1,3,1,1,1,2
4,36,3,2,6614,1,5,4,1,1,4,2,34,0,1,2,4,1,1,1,1
4,28,1,4,7824,0,2,3,1,2,4,4,40,2,2,2,3,2,1,1,1
1,27,3,5,2442,1,5,4,1,1,4,2,43,1,1,4,4,2,1,1,1
4,15,3,1,1829,1,5,4,1,1,4,2,46,0,1,2,3,1,1,1,1
1,12,3,2,2171,1,3,4,1,1,4,3,38,2,1,2,2,1,0,0,1
2,36,3,4,5800,1,3,3,1,1,4,2,34,0,1,2,3,1,1,1,1
4,18,3,1,1169,0,3,4,1,1,3,3,29,0,1,2,3,1,1,1,1
4,36,2,4,8947,0,4,3,1,1,2,2,31,1,1,1,4,2,1,1,1
1,21,4,1,2606,1,2,4,2,1,4,3,28,0,2,1,4,1,1,1,1
4,12,3,3,1592,4,4,3,2,1,2,3,35,0,1,1,3,1,0,0,1
4,15,4,3,2186,0,4,1,2,1,4,4,33,2,2,1,2,1,0,1,1
1,18,4,3,4153,1,3,2,1,3,3,2,42,0,1,1,3,1,0,1,2
1,16,3,2,2625,1,5,2,1,2,4,3,43,2,2,1,3,1,1,1,2
4,20,3,2,3485,0,2,2,4,1,4,4,44,0,1,2,3,1,1,1,1
4,36,3,4,10477,0,5,2,1,1,4,0,42,0,0,2,3,1,0,1,1
4,15,4,1,1386,0,3,4,3,1,2,4,40,0,2,1,3,1,1,1,1
4,24,4,1,1278,1,5,4,1,1,1,4,36,0,1,1,4,1,1,1,1
1,12,4,1,1107,1,3,2,1,1,2,4,20,0,2,1,4,2,1,1,1
1,21,4,2,3763,0,4,2,1,3,2,4,24,0,1,1,2,1,0,0,1
2,36,4,6,3711,0,3,2,3,1,2,2,27,0,1,1,3,1,0,1,1
4,15,2,4,3594,1,2,1,2,1,2,3,46,0,1,2,2,1,0,1,1
2,9,4,2,3195,0,3,1,2,1,2,4,33,0,1,1,2,1,0,1,1
4,36,2,1,4454,1,3,4,2,1,4,4,34,0,1,2,3,1,0,1,1
2,24,3,3,4736,1,2,2,2,1,4,2,25,2,1,1,2,1,0,1,2
2,30,4,1,2991,0,5,2,2,1,4,2,25,0,1,1,3,1,0,1,1
4,11,4,5,2142,4,5,1,4,1,2,4,28,0,1,1,3,1,1,1,1
1,24,1,5,3161,1,3,4,1,1,2,3,31,0,2,1,3,1,1,1,2
2,48,0,11,18424,1,3,1,2,1,2,3,32,2,1,1,4,1,1,0,2
4,10,4,4,2848,2,3,1,1,3,2,4,32,0,1,1,3,2,0,1,1
1,6,4,2,14896,1,5,1,1,1,4,0,68,2,1,1,4,1,1,1,2
1,24,4,3,2359,2,1,1,4,1,1,3,33,0,1,1,3,1,0,1,2
1,24,4,3,3345,1,5,4,1,1,2,3,39,0,2,1,4,1,1,1,2
4,18,3,3,1817,1,3,4,2,1,2,0,28,0,1,2,3,1,0,1,1
4,48,2,1,12749,3,4,4,1,1,1,2,37,0,1,1,4,1,1,1,1
1,9,4,1,1366,1,2,3,2,1,4,3,22,0,2,1,3,1,0,1,2
2,12,4,2,2002,1,4,3,1,1,4,3,30,0,2,1,3,2,1,1,1
1,24,1,3,6872,1,2,2,4,1,1,3,55,2,1,1,3,1,1,1,2
1,12,1,2,697,1,2,4,1,1,2,2,46,2,1,2,3,1,1,1,2
1,18,3,3,1049,1,2,4,2,1,4,3,21,0,2,1,3,1,0,1,1
1,48,4,4,10297,1,4,4,1,1,4,0,39,1,0,3,3,2,1,1,2
4,30,4,1,1867,0,5,4,1,1,4,2,58,0,1,1,3,1,1,1,1
1,12,2,2,1344,1,3,4,1,1,2,4,43,0,1,2,2,2,0,1,1
1,24,4,3,1747,1,2,4,1,3,1,3,24,0,1,1,2,1,0,0,1
2,9,4,1,1670,1,2,4,2,1,2,2,22,0,1,1,3,1,1,1,2
4,9,3,2,1224,1,3,3,1,1,1,4,30,0,1,2,3,1,0,1,1
4,12,3,1,522,3,5,4,1,1,4,3,42,0,1,2,3,2,1,1,1
1,12,4,1,1498,1,3,4,2,1,1,2,23,2,1,1,3,1,0,1,1
2,30,2,1,1919,2,2,4,1,1,3,0,30,1,1,2,4,1,0,1,2
3,9,4,1,745,1,3,3,2,1,2,4,28,0,1,1,2,1,0,1,2
2,6,4,1,2063,1,2,4,3,1,3,2,30,0,2,1,4,1,1,1,1
2,60,4,6,6288,1,3,4,1,1,4,0,42,0,0,1,3,1,0,1,2
4,24,3,4,6842,0,3,2,1,1,4,3,46,0,1,2,4,2,1,1,1
4,12,4,2,3527,0,2,2,1,1,3,3,45,0,1,1,4,2,1,1,1
4,10,4,2,1546,1,3,3,1,1,2,4,31,0,1,1,2,2,0,0,1
4,24,4,3,929,0,4,4,1,1,2,2,31,1,1,1,3,1,1,1,1
4,4,3,2,1455,1,4,2,1,1,1,4,42,0,1,3,2,2,0,1,1
1,15,4,3,1845,1,2,4,2,2,1,3,46,0,2,1,3,1,0,1,1
2,48,0,2,8358,3,2,1,2,1,1,2,30,0,1,2,3,1,0,1,1
1,24,1,3,3349,3,2,4,1,1,4,0,30,0,0,1,3,2,1,1,2
4,12,4,2,2859,0,1,4,1,1,4,0,38,0,1,1,4,1,1,1,1
4,18,4,3,1533,1,2,4,3,3,1,3,43,0,1,1,2,2,0,1,2
4,24,4,1,3621,2,5,2,1,1,4,2,31,0,1,2,3,1,0,1,2
2,18,3,5,3590,1,1,3,3,1,3,2,40,0,1,3,1,2,1,1,1
1,36,2,5,2145,1,4,2,1,1,1,2,24,0,1,2,3,1,1,1,2
2,24,4,4,4113,3,2,3,2,1,4,2,28,0,2,1,3,1,0,1,2
4,36,4,3,10974,1,1,4,2,1,2,2,26,0,1,2,4,1,1,1,2
1,12,4,2,1893,1,3,4,2,2,4,3,29,0,1,1,3,1,1,1,1
1,24,3,1,1231,4,5,4,2,1,4,3,57,0,2,2,4,1,1,1,1
3,30,3,1,3656,0,5,4,1,1,4,3,49,1,1,2,2,1,0,1,1
2,9,3,1,1154,1,5,2,1,1,4,4,37,0,1,3,2,1,0,1,1
1,28,4,2,4006,1,3,3,1,1,2,2,45,0,1,1,2,1,0,1,2
2,24,4,3,3069,2,5,4,1,1,4,0,30,0,0,1,3,1,0,1,1
4,6,3,1,1740,1,5,2,3,1,2,4,30,0,2,2,3,1,0,1,1
2,21,2,2,2353,1,3,1,4,1,4,3,47,0,1,2,3,1,0,1,1
4,15,4,2,3556,0,3,3,1,1,2,0,29,0,1,1,3,1,0,1,1
4,24,4,1,2397,3,5,3,1,1,2,2,35,2,1,2,3,1,1,1,2
2,6,4,7,454,1,2,3,3,1,1,3,22,0,1,1,2,1,0,1,1
2,30,4,1,1715,0,3,4,2,1,1,2,26,0,1,1,3,1,0,1,1
2,27,3,1,2520,3,3,4,1,1,2,3,23,0,1,2,2,1,0,1,2
4,15,4,1,3568,1,5,4,2,1,2,2,54,2,2,1,4,1,1,1,1
4,42,4,1,7166,0,4,2,3,1,4,3,29,0,2,1,3,1,1,1,1
1,11,3,2,3939,1,3,1,1,1,2,4,40,0,1,2,2,2,0,1,1
2,15,4,7,1514,2,3,4,1,2,2,4,22,0,1,1,3,1,0,1,1
4,24,4,2,7393,1,3,1,1,1,4,3,43,0,1,1,2,2,0,1,1
1,24,1,2,1193,1,1,1,2,3,4,0,29,0,2,2,1,1,0,1,2
1,60,4,5,7297,1,5,4,1,3,4,0,36,0,2,1,3,1,0,1,2
4,30,3,1,2831,1,3,4,2,1,2,2,33,0,1,1,3,1,1,1,1
3,24,4,1,1258,3,3,3,2,1,3,2,57,0,1,1,2,1,0,1,1
2,6,4,1,753,1,3,2,2,2,3,4,64,0,1,1,3,1,0,1,1
2,18,2,5,2427,0,5,4,1,1,2,3,42,0,1,2,3,1,0,1,1
4,24,2,2,2538,1,5,4,1,1,4,2,47,0,1,2,2,2,0,1,2
2,15,1,2,1264,2,3,2,3,1,2,3,25,0,2,1,3,1,0,1,2
2,30,3,3,8386,1,4,2,1,1,2,3,49,0,1,1,3,1,0,1,2
4,48,4,5,4844,1,1,3,1,1,2,2,33,2,2,1,4,1,1,1,2
3,21,4,2,2923,2,3,1,2,1,1,2,28,2,1,1,4,1,1,1,1
1,36,4,4,8229,1,3,2,1,1,2,3,26,0,1,1,3,2,0,1,2
4,24,3,3,2028,1,4,2,1,1,2,3,30,0,1,2,2,1,0,1,1
1,15,3,3,1433,1,3,4,2,1,3,3,25,0,2,2,3,1,0,1,1
3,42,0,5,6289,1,2,2,4,1,1,3,33,0,1,2,3,1,0,1,1
4,13,4,1,1409,2,1,2,2,1,4,4,64,0,1,1,3,1,0,1,1
1,24,4,4,6579,1,1,4,1,1,2,0,29,0,0,1,4,1,1,1,1
2,24,3,1,1743,1,5,4,1,1,2,3,48,0,1,2,2,1,0,1,1
4,12,3,6,3565,0,2,2,1,1,1,3,37,0,1,2,2,2,0,1,1
4,15,1,1,1569,2,5,4,1,1,4,2,34,2,1,1,2,2,0,1,1
1,18,4,1,1936,0,4,2,3,1,4,2,23,0,2,2,2,1,0,1,1
1,36,4,3,3959,1,1,4,1,1,3,3,30,0,1,1,4,1,1,1,1
4,12,4,2,2390,0,5,4,1,1,3,2,50,0,1,1,3,1,1,1,1
4,12,4,3,1736,1,4,3,2,1,4,4,31,0,1,1,2,1,0,1,1
1,30,4,4,3857,1,3,4,4,1,4,3,40,0,1,1,4,1,1,1,1
4,12,4,1,804,1,5,4,1,1,4,2,38,0,1,1,3,1,0,1,1
1,45,4,1,1845,1,3,4,1,1,4,0,23,0,0,1,3,1,1,1,2
2,45,3,4,4576,2,1,3,1,1,4,2,27,0,1,1,3,1,0,1,1
